Year,Area,CancerType,AgeAdjustedRate,lci,uci,DeathCount,Population
2013,Kentucky,Lung and Bronchus,69.6,67.3,72,3559,4400477
2014,Utah,Lung and Bronchus,19.2,17.4,21,452,2941836
2014,California,Lung and Bronchus,30.8,30.3,31.4,12284,38680810
2014,Colorado,Lung and Bronchus,29.2,27.7,30.7,1581,5349648
2014,Hawaii,Lung and Bronchus,31.8,29.2,34.6,565,1416349
2014,New Mexico,Lung and Bronchus,29.8,27.7,32.1,736,2083024
2014,Wyoming,Lung and Bronchus,32.4,28.1,37.1,215,583642
2014,Arizona,Lung and Bronchus,33.2,31.9,34.4,2707,6719993
2014,Idaho,Lung and Bronchus,36.2,33.5,39.2,659,1633532
2014,Texas,Lung and Bronchus,38,37.2,38.7,9558,26944751
2014,Washington,Lung and Bronchus,38.6,37.2,40.1,3036,7054196
2014,Connecticut,Lung and Bronchus,36.8,35,38.6,1654,3591873
2014,District of Columbia,Lung and Bronchus,39.5,34.6,44.9,244,659005
2014,Minnesota,Lung and Bronchus,39.3,37.7,40.9,2481,5453109
2014,New Jersey,Lung and Bronchus,37.4,36.2,38.6,3956,8925001
2014,New York,Lung and Bronchus,36.9,36.1,37.7,8563,19718515
2014,North Dakota,Lung and Bronchus,38.8,34.6,43.3,326,739904
2014,South Dakota,Lung and Bronchus,42.7,38.7,46.9,446,852561
2014,Virginia,Lung and Bronchus,42.4,41.1,43.8,3900,8317372
2014,Wisconsin,Lung and Bronchus,42.2,40.6,43.8,2959,5758377
2014,Alaska,Lung and Bronchus,40.5,35.1,46.4,237,736705
2014,Florida,Lung and Bronchus,40.7,40,41.5,11756,19888741
2014,Georgia,Lung and Bronchus,45.4,44.1,46.7,4616,10087231
2014,Iowa,Lung and Bronchus,42.9,40.9,45.1,1675,3108030
2014,Maryland,Lung and Bronchus,41.6,40,43.2,2750,5967295
2014,Massachusetts,Lung and Bronchus,40.7,39.3,42.1,3302,6749911
2014,Montana,Lung and Bronchus,42.2,38.7,45.9,559,1022867
2014,Nebraska,Lung and Bronchus,41.4,38.7,44.2,886,1881145
2014,New Hampshire,Lung and Bronchus,44.1,40.9,47.5,744,1328743
2014,Oregon,Lung and Bronchus,40.1,38.4,42,1980,3968371
2014,Pennsylvania,Lung and Bronchus,43.8,42.8,44.8,7426,12790565
2014,South Carolina,Lung and Bronchus,46.6,44.8,48.4,2773,4828430
2014,Tennessee,Lung and Bronchus,56.6,54.9,58.3,4434,6544663
2014,Vermont,Lung and Bronchus,48.4,43.6,53.6,397,626984
2014,West Virginia,Lung and Bronchus,58.3,55.3,61.4,1496,1848514
2014,Alabama,Lung and Bronchus,52.6,50.7,54.5,3117,4843214
2014,Arkansas,Lung and Bronchus,56.1,53.6,58.6,2054,2966912
2014,Delaware,Lung and Bronchus,46,42.2,50.1,549,934948
2014,Illinois,Lung and Bronchus,46,44.9,47.2,6650,12867544
2014,Indiana,Lung and Bronchus,53.5,51.8,55.2,4048,6595233
2014,Kansas,Lung and Bronchus,47.3,45,49.8,1578,2899360
2014,Kentucky,Lung and Bronchus,67.1,64.9,69.4,3530,4413057
2014,Louisiana,Lung and Bronchus,52.1,50.1,54.2,2686,4647880
2014,Maine,Lung and Bronchus,47.6,44.5,50.9,917,1330719
2014,Michigan,Lung and Bronchus,48.4,47.2,49.7,5942,9915767
2014,Mississippi,Lung and Bronchus,56.5,54,59.2,1944,2992400
2014,Missouri,Lung and Bronchus,53.7,52,55.4,3984,6060930
2014,Nevada,Lung and Bronchus,45.6,43.2,48.1,1408,2833013
2014,North Carolina,Lung and Bronchus,48.4,47.1,49.7,5606,9934399
2014,Ohio,Lung and Bronchus,49.7,48.5,50.9,7156,11594408
2014,Oklahoma,Lung and Bronchus,53,50.9,55.2,2373,3877499
2014,Rhode Island,Lung and Bronchus,47.7,44,51.7,631,1054480
2015,Utah,Lung and Bronchus,19.1,17.4,20.9,471,2990632
2015,District of Columbia,Lung and Bronchus,31.9,27.6,36.7,204,670377
2015,California,Lung and Bronchus,30,29.5,30.6,12381,38993940
2015,Colorado,Lung and Bronchus,27.7,26.3,29.2,1546,5448819
2015,New Mexico,Lung and Bronchus,29.5,27.4,31.7,744,2080328
2015,Connecticut,Lung and Bronchus,34.7,33,36.6,1568,3584730
2015,Arizona,Lung and Bronchus,34.5,33.3,35.8,2932,6817565
2015,Hawaii,Lung and Bronchus,31.9,29.3,34.6,589,1425157
2015,Idaho,Lung and Bronchus,34.4,31.7,37.2,649,1652828
2015,Texas,Lung and Bronchus,35,34.3,35.8,9155,27429639
2015,Wyoming,Lung and Bronchus,32.2,27.9,36.9,213,586555
2015,New Jersey,Lung and Bronchus,35,33.8,36.1,3779,8935421
2015,New York,Lung and Bronchus,36.2,35.4,36.9,8551,19747183
2015,North Dakota,Lung and Bronchus,34.4,30.5,38.7,291,756835
2015,Montana,Lung and Bronchus,39.2,35.9,42.8,539,1032073
2015,Minnesota,Lung and Bronchus,37,35.5,38.6,2398,5482435
2015,Maryland,Lung and Bronchus,37.7,36.3,39.3,2579,5994983
2015,Massachusetts,Lung and Bronchus,39.1,37.7,40.5,3238,6784240
2015,Washington,Lung and Bronchus,38.6,37.2,40,3116,7160290
2015,Wisconsin,Lung and Bronchus,39.9,38.4,41.4,2869,5767891
2015,Oregon,Lung and Bronchus,38.6,36.9,40.4,1958,4024634
2015,Alaska,Lung and Bronchus,42.5,37.1,48.5,259,737709
2015,Illinois,Lung and Bronchus,43.4,42.4,44.5,6406,12839047
2015,Florida,Lung and Bronchus,40,39.3,40.8,11931,20244914
2015,Georgia,Lung and Bronchus,42.2,40.9,43.5,4448,10199398
2015,South Carolina,Lung and Bronchus,45,43.3,46.8,2775,4894834
2015,South Dakota,Lung and Bronchus,40.3,36.5,44.4,427,857919
2015,Iowa,Lung and Bronchus,45.1,43,47.3,1790,3121997
2015,Kansas,Lung and Bronchus,44.4,42.1,46.7,1512,2906721
2015,Vermont,Lung and Bronchus,41.5,37.2,46.2,352,626088
2015,Virginia,Lung and Bronchus,41.2,39.9,42.6,3900,8367587
2015,New Hampshire,Lung and Bronchus,43.4,40.3,46.8,758,1330111
2015,Pennsylvania,Lung and Bronchus,43,42.1,44.1,7408,12791904
2015,Nebraska,Lung and Bronchus,41.4,38.7,44.2,913,1893765
2015,Nevada,Lung and Bronchus,41.7,39.4,44.1,1336,2883758
2015,Delaware,Lung and Bronchus,46.5,42.7,50.6,561,944076
2015,Arkansas,Lung and Bronchus,57.1,54.7,59.6,2124,2977853
2015,Alabama,Lung and Bronchus,49,47.2,50.8,2980,4853875
2015,Indiana,Lung and Bronchus,50.2,48.6,51.8,3863,6612768
2015,Tennessee,Lung and Bronchus,54.3,52.6,55.9,4355,6595056
2015,Missouri,Lung and Bronchus,51.1,49.5,52.8,3870,6076204
2015,Mississippi,Lung and Bronchus,54.7,52.2,57.2,1910,2989390
2015,Michigan,Lung and Bronchus,45.9,44.7,47.2,5723,9917715
2015,Louisiana,Lung and Bronchus,50.5,48.5,52.5,2654,4668960
2015,Maine,Lung and Bronchus,50.3,47.2,53.7,978,1329453
2015,Kentucky,Lung and Bronchus,64.3,62.1,66.5,3461,4424611
2015,North Carolina,Lung and Bronchus,45.6,44.4,46.9,5470,10035186
2015,Ohio,Lung and Bronchus,49,47.8,50.2,7193,11605090
2015,Oklahoma,Lung and Bronchus,54,51.8,56.2,2459,3907414
2015,West Virginia,Lung and Bronchus,57.3,54.4,60.4,1492,1841053
2015,Rhode Island,Lung and Bronchus,46.9,43.2,50.7,640,1055607
