Year,Area,CancerType,AgeAdjustedRate,lci,uci,DeathCount,Population
2006,Alaska,Lung and Bronchus,47.4,40.7,54.8,206,675302
2006,District of Columbia,Lung and Bronchus,49.2,43.5,55.5,271,570681
2006,Florida,Lung and Bronchus,51.4,50.5,52.3,12018,18166990
2006,Connecticut,Lung and Bronchus,46.5,44.3,48.7,1834,3517460
2006,Illinois,Lung and Bronchus,52.8,51.5,54.1,6671,12643955
2006,Iowa,Lung and Bronchus,49,46.7,51.4,1714,2982644
2006,Arkansas,Lung and Bronchus,65.1,62.3,67.9,2066,2821761
2006,Virginia,Lung and Bronchus,54.7,53,56.4,4064,7673725
2006,Tennessee,Lung and Bronchus,67.8,65.8,69.9,4370,6088766
2006,North Carolina,Lung and Bronchus,59,57.4,60.6,5373,8917270
2006,Nevada,Lung and Bronchus,56.2,53.1,59.4,1307,2522658
2006,South Carolina,Lung and Bronchus,58.7,56.5,61,2712,4357847
2006,Mississippi,Lung and Bronchus,67.8,64.9,70.9,2004,2904978
2006,Michigan,Lung and Bronchus,55.3,53.9,56.7,5817,10036081
2006,Kentucky,Lung and Bronchus,74.5,72,77.1,3325,4219239
2006,Louisiana,Lung and Bronchus,61.5,59.1,63.9,2654,4302665
2006,Maine,Lung and Bronchus,60.8,57,64.8,971,1323619
2006,Ohio,Lung and Bronchus,59.2,57.8,60.5,7455,11481213
2006,Oklahoma,Lung and Bronchus,63.1,60.6,65.7,2440,3594090
2006,Oregon,Lung and Bronchus,53.2,51,55.6,2117,3670883
2006,Missouri,Lung and Bronchus,61.7,59.8,63.7,3933,5842704
2006,West Virginia,Lung and Bronchus,69.4,66,72.9,1587,1827912
2006,Alabama,Lung and Bronchus,60.2,58.1,62.4,3021,4628981
2006,Delaware,Lung and Bronchus,59.1,54.2,64.2,557,859268
2006,Georgia,Lung and Bronchus,56.7,55,58.4,4456,9155813
2006,Indiana,Lung and Bronchus,61.7,59.8,63.7,4000,6332669
2006,Kansas,Lung and Bronchus,54.4,51.7,57.2,1584,2762931
2007,Utah,Lung and Bronchus,22.9,20.7,25.1,437,2597746
2007,Hawaii,Lung and Bronchus,36.3,33.3,39.5,545,1315675
2007,California,Lung and Bronchus,39.9,39.2,40.6,13165,36250311
2007,Colorado,Lung and Bronchus,37.6,35.8,39.6,1586,4803868
2007,New Mexico,Lung and Bronchus,37.7,35.1,40.5,772,1990070
2007,Arizona,Lung and Bronchus,40.6,39.1,42.2,2616,6167681
2007,Connecticut,Lung and Bronchus,44.9,42.8,47,1800,3527270
2007,Minnesota,Lung and Bronchus,45.2,43.4,47.1,2418,5207203
2007,New York,Lung and Bronchus,45,44.1,45.9,9349,19132335
2007,Idaho,Lung and Bronchus,41.4,38.2,44.9,600,1505105
2007,North Dakota,Lung and Bronchus,40.1,35.7,44.9,302,652822
2007,District of Columbia,Lung and Bronchus,49.6,43.8,55.9,270,574404
2007,Florida,Lung and Bronchus,49.1,48.2,50,11720,18367842
2007,South Dakota,Lung and Bronchus,47.2,42.8,52,424,791623
2007,Maryland,Lung and Bronchus,50.4,48.5,52.3,2812,5653408
2007,Massachusetts,Lung and Bronchus,50.7,49.1,52.4,3609,6431559
2007,Texas,Lung and Bronchus,47.7,46.8,48.7,9624,23831983
2007,Washington,Lung and Bronchus,50.1,48.3,51.9,3179,6461587
2007,Wisconsin,Lung and Bronchus,48.2,46.4,50,2915,5610775
2007,Wyoming,Lung and Bronchus,45.5,40,51.6,249,534876
2007,Montana,Lung and Bronchus,50.8,46.6,55.2,567,964706
2007,Nebraska,Lung and Bronchus,48.6,45.5,51.9,938,1783440
2007,New Jersey,Lung and Bronchus,46.9,45.5,48.3,4422,8677885
2007,Oregon,Lung and Bronchus,49.7,47.5,51.9,2033,3722417
2007,Pennsylvania,Lung and Bronchus,51.4,50.3,52.6,7944,12563937
2007,Iowa,Lung and Bronchus,51.8,49.4,54.3,1834,2999212
2007,Kansas,Lung and Bronchus,50.9,48.4,53.6,1510,2783785
2007,Alabama,Lung and Bronchus,61.5,59.4,63.7,3157,4672840
2007,Alaska,Lung and Bronchus,56.8,49.5,64.8,253,680300
2007,Arkansas,Lung and Bronchus,63.2,60.5,66,2033,2848650
2007,Delaware,Lung and Bronchus,56.6,51.9,61.6,549,871749
2007,Georgia,Lung and Bronchus,55.5,53.8,57.1,4470,9349988
2007,Tennessee,Lung and Bronchus,65.8,63.8,67.8,4343,6175727
2007,Michigan,Lung and Bronchus,55.1,53.7,56.5,5914,10001284
2007,Mississippi,Lung and Bronchus,64.5,61.6,67.5,1924,2928350
2007,Missouri,Lung and Bronchus,59.7,57.8,61.6,3864,5887612
2007,Vermont,Lung and Bronchus,56.3,50.9,62.2,404,623481
2007,Virginia,Lung and Bronchus,53.3,51.7,55,4061,7751000
2007,West Virginia,Lung and Bronchus,64.9,61.7,68.3,1505,1834052
2007,Nevada,Lung and Bronchus,53.7,50.7,56.7,1292,2601072
2007,New Hampshire,Lung and Bronchus,53.2,49.4,57.2,747,1312540
2007,North Carolina,Lung and Bronchus,56.8,55.3,58.4,5349,9118037
2007,Illinois,Lung and Bronchus,54,52.7,55.3,6902,12695866
2007,Indiana,Lung and Bronchus,61,59.1,62.9,4017,6379599
2007,Ohio,Lung and Bronchus,58.4,57.1,59.8,7465,11500468
2007,Oklahoma,Lung and Bronchus,63.5,61,66,2489,3634349
2007,Rhode Island,Lung and Bronchus,54.2,50.1,58.5,665,1057315
2007,Kentucky,Lung and Bronchus,74.5,72,77,3401,4256672
2007,South Carolina,Lung and Bronchus,56.4,54.2,58.6,2698,4444110
2007,Louisiana,Lung and Bronchus,59.4,57.1,61.7,2628,4375581
2007,Maine,Lung and Bronchus,55.6,52,59.4,913,1327040
2008,Utah,Lung and Bronchus,18.8,16.9,20.8,371,2663029
2008,Hawaii,Lung and Bronchus,36.4,33.4,39.6,555,1332213
2008,Colorado,Lung and Bronchus,36.6,34.8,38.4,1600,4889730
2008,California,Lung and Bronchus,38.6,38,39.3,13067,36604337
2008,New Mexico,Lung and Bronchus,36.6,34,39.3,767,2010662
2008,Wyoming,Lung and Bronchus,41,35.8,46.8,223,546043
2008,Idaho,Lung and Bronchus,41.9,38.7,45.4,631,1534320
2008,Connecticut,Lung and Bronchus,42.4,40.4,44.5,1744,3545579
2008,Arizona,Lung and Bronchus,40.2,38.7,41.8,2669,6280362
2008,New York,Lung and Bronchus,43.8,42.9,44.7,9230,19212436
2008,New Jersey,Lung and Bronchus,44.8,43.5,46.2,4273,8711090
2008,North Dakota,Lung and Bronchus,44.3,39.6,49.3,338,657569
2008,Nebraska,Lung and Bronchus,45.1,42.2,48.2,884,1796378
2008,Minnesota,Lung and Bronchus,44.9,43.1,46.7,2432,5247018
2008,South Dakota,Lung and Bronchus,47.8,43.4,52.5,444,799124
2008,Texas,Lung and Bronchus,46.3,45.4,47.3,9647,24309039
2008,Vermont,Lung and Bronchus,52.4,47.2,58,380,624151
2008,Virginia,Lung and Bronchus,51.1,49.5,52.8,3969,7833496
2008,Wisconsin,Lung and Bronchus,46.9,45.2,48.7,2912,5640996
2008,Washington,Lung and Bronchus,48.6,46.9,50.3,3150,6562231
2008,District of Columbia,Lung and Bronchus,52.5,46.6,59,294,580236
2008,Florida,Lung and Bronchus,49.1,48.2,50,11963,18527305
2008,Georgia,Lung and Bronchus,51.8,50.2,53.4,4325,9504843
2008,Pennsylvania,Lung and Bronchus,50.8,49.7,51.9,7950,12612285
2008,Oregon,Lung and Bronchus,49.6,47.5,51.8,2079,3768748
2008,Massachusetts,Lung and Bronchus,49,47.4,50.7,3552,6468967
2008,Illinois,Lung and Bronchus,52.2,51,53.5,6809,12747038
2008,Iowa,Lung and Bronchus,50,47.7,52.4,1791,3016734
2008,Kansas,Lung and Bronchus,51.6,49.1,54.3,1556,2808076
2008,New Hampshire,Lung and Bronchus,47.3,43.8,51,684,1315906
2008,Montana,Lung and Bronchus,47.4,43.4,51.6,541,976415
2008,Maryland,Lung and Bronchus,50.3,48.5,52.2,2872,5684965
2008,Tennessee,Lung and Bronchus,63.5,61.6,65.4,4296,6247411
2008,West Virginia,Lung and Bronchus,62.2,59,65.5,1468,1840310
2008,Alaska,Lung and Bronchus,53.7,46.8,61.3,258,687455
2008,Delaware,Lung and Bronchus,57.3,52.7,62.2,571,883874
2008,Alabama,Lung and Bronchus,58.8,56.8,61,3079,4718206
2008,Arkansas,Lung and Bronchus,67.5,64.7,70.4,2218,2874554
2008,South Carolina,Lung and Bronchus,55.9,53.8,58.1,2759,4528996
2008,Rhode Island,Lung and Bronchus,55.8,51.6,60.2,692,1055003
2008,Oklahoma,Lung and Bronchus,59.6,57.2,62,2386,3668976
2008,Ohio,Lung and Bronchus,56.5,55.2,57.8,7345,11515391
2008,North Carolina,Lung and Bronchus,55.2,53.8,56.8,5369,9309449
2008,Michigan,Lung and Bronchus,54,52.6,55.4,5898,9946889
2008,Indiana,Lung and Bronchus,61.8,60,63.8,4170,6424806
2008,Kentucky,Lung and Bronchus,74.4,71.9,77,3478,4289878
2008,Louisiana,Lung and Bronchus,60.1,57.9,62.5,2707,4435586
2008,Maine,Lung and Bronchus,55.6,52.1,59.4,931,1330509
2008,Nevada,Lung and Bronchus,53.4,50.5,56.5,1327,2653630
2008,Missouri,Lung and Bronchus,59.7,57.8,61.6,3943,5923916
2008,Mississippi,Lung and Bronchus,65.3,62.4,68.2,1995,2947806
2009,Utah,Lung and Bronchus,21,19.1,23.2,424,2723421
2009,New Mexico,Lung and Bronchus,32.5,30.1,35.1,700,2036802
2009,Hawaii,Lung and Bronchus,34.6,31.7,37.7,544,1346717
2009,North Dakota,Lung and Bronchus,39.1,34.8,43.8,309,664968
2009,California,Lung and Bronchus,37.9,37.3,38.6,13119,36961229
2009,Colorado,Lung and Bronchus,36.4,34.7,38.3,1639,4972195
2009,Arizona,Lung and Bronchus,40,38.5,41.6,2725,6343154
2009,Nebraska,Lung and Bronchus,44.2,41.3,47.3,883,1812683
2009,New Jersey,Lung and Bronchus,42.9,41.5,44.2,4161,8755602
2009,New York,Lung and Bronchus,42.2,41.3,43.1,9005,19307066
2009,Minnesota,Lung and Bronchus,43.1,41.3,44.8,2400,5281203
2009,Montana,Lung and Bronchus,40.4,36.9,44.3,477,983982
2009,Idaho,Lung and Bronchus,41.4,38.3,44.8,641,1554439
2009,District of Columbia,Lung and Bronchus,41.4,36.2,47.2,236,592228
2009,Wisconsin,Lung and Bronchus,45.5,43.8,47.2,2884,5669264
2009,Wyoming,Lung and Bronchus,41.7,36.5,47.4,240,559851
2009,South Dakota,Lung and Bronchus,41.2,37.2,45.6,386,807067
2009,Texas,Lung and Bronchus,44.8,43.9,45.7,9575,24801761
2009,Connecticut,Lung and Bronchus,43.1,41.1,45.2,1772,3561807
2009,Iowa,Lung and Bronchus,48.6,46.3,50.9,1758,3032870
2009,Nevada,Lung and Bronchus,51.9,49.1,54.8,1329,2684665
2009,Kansas,Lung and Bronchus,51.4,48.9,54.1,1571,2832704
2009,New Hampshire,Lung and Bronchus,50.9,47.2,54.7,747,1316102
2009,Maryland,Lung and Bronchus,48.6,46.8,50.4,2843,5730388
2009,Massachusetts,Lung and Bronchus,48.9,47.3,50.5,3574,6517613
2009,Oregon,Lung and Bronchus,48.4,46.3,50.6,2069,3808600
2009,Pennsylvania,Lung and Bronchus,49.2,48.1,50.4,7760,12666858
2009,Rhode Island,Lung and Bronchus,48.8,44.9,52.9,611,1053646
2009,Illinois,Lung and Bronchus,50.3,49.1,51.6,6646,12796778
2009,Florida,Lung and Bronchus,47.8,46.9,48.7,11903,18652644
2009,Georgia,Lung and Bronchus,52,50.5,53.6,4505,9620846
2009,Delaware,Lung and Bronchus,51.5,47.2,56.2,531,891730
2009,Vermont,Lung and Bronchus,50.2,45.2,55.7,374,624817
2009,Virginia,Lung and Bronchus,49.8,48.2,51.4,4002,7925937
2009,Washington,Lung and Bronchus,47.5,45.9,49.2,3212,6667426
2009,Arkansas,Lung and Bronchus,64.7,62,67.5,2151,2896843
2009,Alaska,Lung and Bronchus,56.5,49.4,64.3,266,698895
2009,Alabama,Lung and Bronchus,61.4,59.3,63.6,3287,4757938
2009,Indiana,Lung and Bronchus,59.4,57.6,61.3,4067,6459325
2009,Kentucky,Lung and Bronchus,68.8,66.4,71.2,3292,4317074
2009,Louisiana,Lung and Bronchus,58.6,56.4,60.9,2704,4491648
2009,Maine,Lung and Bronchus,53.7,50.2,57.4,912,1329590
2009,North Carolina,Lung and Bronchus,54,52.5,55.5,5395,9449566
2009,Michigan,Lung and Bronchus,54.2,52.8,55.6,6006,9901591
2009,Ohio,Lung and Bronchus,56.7,55.4,58,7498,11528896
2009,Oklahoma,Lung and Bronchus,60.1,57.7,62.6,2444,3717572
2009,Mississippi,Lung and Bronchus,62.4,59.6,65.3,1931,2958774
2009,Missouri,Lung and Bronchus,57.1,55.3,58.9,3845,5961088
2009,South Carolina,Lung and Bronchus,54.8,52.8,57,2778,4589872
2009,Tennessee,Lung and Bronchus,63.5,61.6,65.4,4390,6306019
2009,West Virginia,Lung and Bronchus,65.2,62,68.6,1560,1847775
2010,Utah,Lung and Bronchus,21.5,19.6,23.6,459,2775326
2010,Colorado,Lung and Bronchus,35.1,33.4,36.9,1635,5048644
2010,Hawaii,Lung and Bronchus,34.1,31.2,37.1,548,1363945
2010,New Mexico,Lung and Bronchus,34.2,31.7,36.7,756,2064756
2010,Arizona,Lung and Bronchus,38.6,37.2,40.1,2722,6408312
2010,California,Lung and Bronchus,36.4,35.8,37.1,12960,37332685
2010,District of Columbia,Lung and Bronchus,38.6,33.6,44,226,605183
2010,Idaho,Lung and Bronchus,38.6,35.6,41.8,612,1571010
2010,Montana,Lung and Bronchus,39.6,36,43.3,478,990641
2010,Wyoming,Lung and Bronchus,39.4,34.4,44.9,234,564513
2010,North Dakota,Lung and Bronchus,37.4,33.2,42,298,674526
2010,Connecticut,Lung and Bronchus,44.2,42.2,46.3,1855,3579899
2010,Minnesota,Lung and Bronchus,41.5,39.8,43.2,2370,5311147
2010,South Dakota,Lung and Bronchus,45.4,41.2,50,433,816325
2010,Texas,Lung and Bronchus,43.3,42.4,44.2,9519,25244310
2010,New Jersey,Lung and Bronchus,42.2,41,43.6,4171,8803729
2010,New York,Lung and Bronchus,42.1,41.2,43,9112,19402640
2010,Alaska,Lung and Bronchus,49.9,43.3,57.1,241,714031
2010,Florida,Lung and Bronchus,47,46.2,47.9,12009,18849098
2010,Georgia,Lung and Bronchus,49.2,47.7,50.7,4418,9713521
2010,Alabama,Lung and Bronchus,59.8,57.7,61.9,3236,4785492
2010,Arkansas,Lung and Bronchus,62.6,59.9,65.4,2127,2921995
2010,Delaware,Lung and Bronchus,57.8,53.2,62.7,603,899816
2010,Illinois,Lung and Bronchus,49.9,48.7,51.1,6671,12841578
2010,Indiana,Lung and Bronchus,58.5,56.7,60.3,4096,6490528
2010,Nebraska,Lung and Bronchus,45.9,43,49,929,1830051
2010,Nevada,Lung and Bronchus,47.3,44.7,50.1,1251,2703284
2010,Missouri,Lung and Bronchus,57.2,55.4,59,3909,5996118
2010,Iowa,Lung and Bronchus,47.5,45.3,49.8,1741,3050738
2010,Mississippi,Lung and Bronchus,61.8,59,64.6,1958,2970322
2010,Louisiana,Lung and Bronchus,57.7,55.5,59.9,2724,4544996
2010,Maine,Lung and Bronchus,55.1,51.6,58.8,957,1327730
2010,Maryland,Lung and Bronchus,45.9,44.2,47.7,2745,5788584
2010,Michigan,Lung and Bronchus,52.2,50.8,53.5,5913,9877495
2010,Massachusetts,Lung and Bronchus,47.1,45.5,48.7,3552,6565524
2010,Kansas,Lung and Bronchus,47.9,45.5,50.5,1502,2858850
2010,Kentucky,Lung and Bronchus,73.8,71.4,76.3,3570,4348662
2010,Wisconsin,Lung and Bronchus,46.2,44.6,47.9,2971,5690263
2010,Ohio,Lung and Bronchus,54.7,53.4,56,7345,11540983
2010,Oklahoma,Lung and Bronchus,57.9,55.6,60.3,2402,3759603
2010,Oregon,Lung and Bronchus,47.1,45.1,49.2,2066,3838048
2010,Pennsylvania,Lung and Bronchus,48.9,47.8,50,7793,12712343
2010,South Carolina,Lung and Bronchus,52.5,50.5,54.5,2723,4635943
2010,Rhode Island,Lung and Bronchus,48.9,45,53.1,614,1053337
2010,Tennessee,Lung and Bronchus,62.4,60.5,64.3,4415,6356671
2010,Virginia,Lung and Bronchus,48.5,47,50.1,3974,8025773
2010,Washington,Lung and Bronchus,46.8,45.2,48.5,3236,6743226
2010,Vermont,Lung and Bronchus,53.8,48.6,59.5,405,625982
2010,West Virginia,Lung and Bronchus,64.7,61.5,68.1,1555,1854230
2010,New Hampshire,Lung and Bronchus,46.3,42.9,50,695,1316872
2010,North Carolina,Lung and Bronchus,53.8,52.4,55.2,5514,9558915
2011,Utah,Lung and Bronchus,20.1,18.3,22.1,440,2816124
2011,New Mexico,Lung and Bronchus,30.8,28.5,33.2,703,2077756
2011,California,Lung and Bronchus,34.9,34.3,35.5,12742,37676861
2011,Colorado,Lung and Bronchus,32.9,31.3,34.6,1590,5118360
2011,Hawaii,Lung and Bronchus,33.1,30.4,36.1,543,1377864
2011,Minnesota,Lung and Bronchus,39.7,38.1,41.4,2320,5348562
2011,Wyoming,Lung and Bronchus,38.3,33.4,43.7,226,567725
2011,Arizona,Lung and Bronchus,36.7,35.3,38.1,2665,6467163
2011,Idaho,Lung and Bronchus,37.7,34.7,40.8,619,1584143
2011,Nebraska,Lung and Bronchus,42.5,39.6,45.4,866,1842283
2011,Massachusetts,Lung and Bronchus,44.8,43.3,46.4,3414,6611923
2011,North Dakota,Lung and Bronchus,41,36.6,45.8,331,685476
2011,New Jersey,Lung and Bronchus,41.4,40.1,42.7,4119,8841243
2011,Washington,Lung and Bronchus,44,42.4,45.6,3130,6822520
2011,Texas,Lung and Bronchus,42.6,41.8,43.5,9705,25646389
2011,New York,Lung and Bronchus,41,40.2,41.9,9059,19519529
2011,Maryland,Lung and Bronchus,43.9,42.2,45.6,2690,5843603
2011,District of Columbia,Lung and Bronchus,40.5,35.4,46.1,236,620477
2011,Florida,Lung and Bronchus,45,44.2,45.8,11818,19096952
2011,Connecticut,Lung and Bronchus,40.6,38.7,42.7,1734,3589893
2011,Nevada,Lung and Bronchus,48.7,46.1,51.5,1321,2718379
2011,New Hampshire,Lung and Bronchus,51.8,48.2,55.6,798,1318473
2011,Montana,Lung and Bronchus,47.6,43.8,51.7,584,997821
2011,Michigan,Lung and Bronchus,51.1,49.8,52.4,5868,9876213
2011,Mississippi,Lung and Bronchus,59.3,56.6,62,1928,2978162
2011,Missouri,Lung and Bronchus,55.1,53.4,56.9,3833,6010717
2011,Rhode Island,Lung and Bronchus,48.1,44.2,52.2,599,1052451
2011,Pennsylvania,Lung and Bronchus,47.5,46.4,48.6,7690,12744293
2011,Vermont,Lung and Bronchus,48.9,44,54.3,376,626730
2011,Oregon,Lung and Bronchus,46,44,48.1,2063,3868031
2011,Ohio,Lung and Bronchus,54.6,53.3,55.8,7402,11544824
2011,Oklahoma,Lung and Bronchus,59.4,57,61.8,2501,3786274
2011,Virginia,Lung and Bronchus,47.5,46,49,4000,8110035
2011,West Virginia,Lung and Bronchus,62,58.8,65.2,1502,1854972
2011,Wisconsin,Lung and Bronchus,47.2,45.6,48.9,3118,5709640
2011,Alabama,Lung and Bronchus,56.9,54.9,58.9,3164,4799918
2011,Alaska,Lung and Bronchus,50,43.7,57,265,722713
2011,South Carolina,Lung and Bronchus,51.9,49.9,53.9,2783,4672637
2011,Arkansas,Lung and Bronchus,61.1,58.5,63.8,2112,2939493
2011,South Dakota,Lung and Bronchus,47,42.8,51.6,457,824398
2011,Tennessee,Lung and Bronchus,59.4,57.6,61.2,4321,6397634
2011,North Carolina,Lung and Bronchus,52.5,51.1,53.9,5535,9650963
2011,Louisiana,Lung and Bronchus,56.5,54.4,58.7,2707,4575404
2011,Maine,Lung and Bronchus,51.8,48.5,55.3,920,1328231
2011,Kansas,Lung and Bronchus,47.4,45,49.9,1508,2869503
2011,Kentucky,Lung and Bronchus,69.1,66.7,71.5,3389,4369354
2011,Iowa,Lung and Bronchus,46.7,44.5,49,1730,3065223
2011,Illinois,Lung and Bronchus,48.6,47.4,49.8,6616,12860012
2011,Indiana,Lung and Bronchus,54.5,52.8,56.3,3883,6516480
2011,Georgia,Lung and Bronchus,48.6,47.2,50.1,4472,9811610
2011,Delaware,Lung and Bronchus,52.3,48,56.9,558,907924
2012,Utah,Lung and Bronchus,20.4,18.6,22.4,453,2855782
2012,Colorado,Lung and Bronchus,31.7,30.1,33.4,1590,5189867
2012,Hawaii,Lung and Bronchus,29.2,26.6,31.9,495,1391820
2012,California,Lung and Bronchus,33.3,32.7,33.9,12501,38011074
2012,New Mexico,Lung and Bronchus,32.6,30.3,35.1,764,2083784
2012,Arizona,Lung and Bronchus,37,35.7,38.4,2803,6549634
2012,Connecticut,Lung and Bronchus,37.6,35.8,39.5,1651,3593795
2012,New Jersey,Lung and Bronchus,39.5,38.3,40.8,4041,8873211
2012,Wyoming,Lung and Bronchus,37.9,33,43.2,230,576765
2012,Minnesota,Lung and Bronchus,39.1,37.5,40.7,2333,5380285
2012,Montana,Lung and Bronchus,39.1,35.6,42.8,495,1005196
2012,Idaho,Lung and Bronchus,36.5,33.6,39.5,620,1595911
2012,District of Columbia,Lung and Bronchus,40,35,45.5,241,635327
2012,South Dakota,Lung and Bronchus,43.5,39.4,47.9,435,834441
2012,Texas,Lung and Bronchus,41,40.1,41.8,9665,26071655
2012,Vermont,Lung and Bronchus,42.5,38.1,47.4,345,626444
2012,Washington,Lung and Bronchus,42.5,41,44,3112,6895226
2012,Wisconsin,Lung and Bronchus,43.4,41.8,45,2930,5726177
2012,Massachusetts,Lung and Bronchus,44.5,43,46,3458,6658008
2012,Nebraska,Lung and Bronchus,43.3,40.4,46.2,905,1855725
2012,New York,Lung and Bronchus,41.2,40.3,42.1,9206,19602769
2012,North Dakota,Lung and Bronchus,42.6,38.2,47.4,348,702087
2012,Oregon,Lung and Bronchus,45.4,43.4,47.4,2104,3899116
2012,Florida,Lung and Bronchus,44.2,43.4,45,11981,19344156
2012,Maryland,Lung and Bronchus,43.8,42.1,45.5,2744,5889651
2012,Alaska,Lung and Bronchus,50.9,44.5,58,260,731089
2012,Delaware,Lung and Bronchus,52.3,48.1,56.8,580,916993
2012,Pennsylvania,Lung and Bronchus,46.8,45.8,47.9,7712,12771854
2012,Rhode Island,Lung and Bronchus,48.2,44.4,52.3,628,1052901
2012,New Hampshire,Lung and Bronchus,47,43.6,50.6,750,1321182
2012,South Carolina,Lung and Bronchus,51.8,49.9,53.8,2865,4720760
2012,Virginia,Lung and Bronchus,46.1,44.7,47.6,3998,8192048
2012,Michigan,Lung and Bronchus,49.6,48.3,50.9,5847,9887238
2012,Nevada,Lung and Bronchus,46,43.5,48.7,1313,2752565
2012,North Carolina,Lung and Bronchus,49.9,48.5,51.2,5458,9746175
2012,Georgia,Lung and Bronchus,48.9,47.5,50.4,4640,9914668
2012,Illinois,Lung and Bronchus,47.9,46.8,49.1,6678,12870798
2012,Iowa,Lung and Bronchus,46.3,44.1,48.5,1749,3076310
2012,Kansas,Lung and Bronchus,46.4,44.1,48.9,1502,2885262
2012,Maine,Lung and Bronchus,53,49.6,56.6,958,1328895
2012,Alabama,Lung and Bronchus,54.1,52.2,56.1,3065,4815960
2012,Arkansas,Lung and Bronchus,60.6,58.1,63.3,2130,2950685
2012,Tennessee,Lung and Bronchus,58.6,56.8,60.4,4359,6454306
2012,West Virginia,Lung and Bronchus,59.6,56.6,62.8,1483,1856560
2012,Mississippi,Lung and Bronchus,58.1,55.5,60.8,1907,2984945
2012,Missouri,Lung and Bronchus,55.9,54.2,57.7,3992,6025415
2012,Ohio,Lung and Bronchus,54.2,53,55.5,7525,11550839
2012,Oklahoma,Lung and Bronchus,55.4,53.1,57.7,2380,3817054
2012,Indiana,Lung and Bronchus,54.9,53.2,56.6,3975,6537743
2012,Kentucky,Lung and Bronchus,68.8,66.5,71.2,3479,4384799
2012,Louisiana,Lung and Bronchus,55.5,53.4,57.7,2740,4603429
2013,Utah,Lung and Bronchus,18.7,17,20.6,437,2902663
2013,New Mexico,Lung and Bronchus,30.5,28.3,32.9,736,2085193
2013,Colorado,Lung and Bronchus,30,28.5,31.6,1561,5267603
2013,Wyoming,Lung and Bronchus,36,31.4,41,230,582684
2013,California,Lung and Bronchus,32.2,31.6,32.8,12464,38335203
2013,Arizona,Lung and Bronchus,35.4,34.1,36.7,2783,6624617
2013,Hawaii,Lung and Bronchus,32.3,29.6,35.1,556,1406481
2013,Idaho,Lung and Bronchus,36.2,33.4,39.2,628,1612011
2013,Texas,Lung and Bronchus,38.8,38,39.6,9439,26473525
2013,New York,Lung and Bronchus,39.7,38.9,40.5,9074,19673546
2013,New Jersey,Lung and Bronchus,38.6,37.4,39.9,4006,8899162
2013,Washington,Lung and Bronchus,39.9,38.4,41.4,3020,6968006
2013,Connecticut,Lung and Bronchus,37.8,35.9,39.7,1667,3596003
2013,Montana,Lung and Bronchus,37.7,34.3,41.2,490,1014314
2013,Minnesota,Lung and Bronchus,39,37.4,40.6,2391,5418521
2013,Vermont,Lung and Bronchus,42.5,38.1,47.4,351,627140
2013,South Dakota,Lung and Bronchus,41,37.1,45.2,415,844922
2013,Pennsylvania,Lung and Bronchus,45.1,44.1,46.2,7536,12781338
2013,Oregon,Lung and Bronchus,42.2,40.4,44.2,2008,3925751
2013,North Dakota,Lung and Bronchus,41,36.7,45.7,344,724019
2013,New Hampshire,Lung and Bronchus,42.1,39,45.5,691,1322687
2013,Nebraska,Lung and Bronchus,42.8,40.1,45.7,913,1868559
2013,Virginia,Lung and Bronchus,43.4,42,44.8,3894,8262692
2013,Wisconsin,Lung and Bronchus,42.5,41,44.1,2932,5742854
2013,Massachusetts,Lung and Bronchus,41.7,40.2,43.1,3332,6706786
2013,Maryland,Lung and Bronchus,41.1,39.6,42.8,2672,5931129
2013,Kansas,Lung and Bronchus,44.2,41.9,46.6,1446,2892821
2013,District of Columbia,Lung and Bronchus,42.7,37.6,48.4,259,649165
2013,Florida,Lung and Bronchus,42.6,41.8,43.4,11915,19582022
2013,South Carolina,Lung and Bronchus,49.4,47.5,51.3,2833,4767894
2013,Rhode Island,Lung and Bronchus,50.5,46.6,54.6,665,1053033
2013,Ohio,Lung and Bronchus,51.4,50.2,52.6,7258,11570022
2013,North Carolina,Lung and Bronchus,49.1,47.8,50.5,5510,9841590
2013,Nevada,Lung and Bronchus,45.5,43.1,48.1,1335,2786464
2013,Alaska,Lung and Bronchus,47.2,41.3,53.6,273,736879
2013,Delaware,Lung and Bronchus,47.6,43.7,51.9,552,925395
2013,Michigan,Lung and Bronchus,47.9,46.7,49.2,5758,9898982
2013,Iowa,Lung and Bronchus,46.9,44.7,49.2,1802,3091930
2013,Georgia,Lung and Bronchus,46.4,45.1,47.8,4594,9984938
2013,Illinois,Lung and Bronchus,46,44.9,47.2,6532,12879505
2013,Tennessee,Lung and Bronchus,56.4,54.7,58.2,4315,6494821
2013,Oklahoma,Lung and Bronchus,56.9,54.6,59.2,2490,3852415
2013,West Virginia,Lung and Bronchus,57,54,60.1,1437,1853231
2013,Alabama,Lung and Bronchus,54.7,52.8,56.7,3164,4829479
2013,Arkansas,Lung and Bronchus,60.4,57.9,63.1,2168,2958663
2013,Mississippi,Lung and Bronchus,58.7,56.1,61.4,1975,2990482
2013,Missouri,Lung and Bronchus,54.8,53.1,56.6,4000,6042711
2013,Louisiana,Lung and Bronchus,53.8,51.8,55.9,2716,4626402
2013,Maine,Lung and Bronchus,55.1,51.8,58.7,1025,1329076
2013,Indiana,Lung and Bronchus,54.4,52.7,56.1,4025,6569102
