0,1,NO2 AQI,O3 Mean,clusterid
-0.017235622900178466,-0.8062510437479693,0.05304213755628073,-0.06291035666610666,0
0.3562216518697694,1.1743245951239831,-0.4615137643639843,-0.8849658994455867,0
-0.9304183316833379,-0.7341738195954731,0.13880145454299156,-1.3729741049509503,1
-0.3455882897641026,-0.5087797566651533,1.1679132583835217,-0.8136159827462608,1
-0.39329334844551755,-1.0603101255979923,0.5675980394765457,-1.4892780727019979,1
-0.7092333420789885,-0.9447320344182712,1.1250335998901662,-1.0313593522693296,1
-0.4227330891585852,0.07586137416017256,-0.16135615491049635,-1.0426203871019253,1
1.385216092016007,-0.5029159623466717,-0.2471154718972072,-1.2115359095908595,1
0.8718046812461342,-0.5807594817638471,-0.4186341058706289,-1.1176639232263426,1
-0.5566105409359593,-1.9121691711358406,0.9963946244101,-1.3279299656205679,1
0.04057610735821443,-1.0110345799299076,1.5109505263303649,-1.3316235850456593,1
-0.3532357939217694,-1.2632519703893277,1.5109505263303649,-1.3504520352857592,1
-0.1691123708254123,-1.5110241111801068,2.540062330170895,-1.5343222120323805,1
-0.3204745570620799,0.5265919431753744,2.5829419886642504,-1.3054078959553765,1
1.5151279084377638,2.4823471826865178,1.7682284772904975,-1.1327086657626901,1
1.7596994969083102,-0.7987562346917232,1.1250335998901662,-1.1214476309300947,1
0.8866134394438984,-1.0690314932156126,2.411423354690829,-1.3354072927494114,1
-0.18446611698309773,-0.5520291926525239,2.411423354690829,-1.5193675577746932,1
-1.0946472741524578,-0.07930672200654368,1.7682284772904975,-1.4630623836117154,1
1.5936103577383973,-1.1200871591879826,0.7819963319433229,-1.3241462579168157,1
0.4688495903439849,0.016145485092703526,0.5675980394765457,-1.3203625502130636,1
0.5809698177846547,-0.6652628196087702,0.7391166734499675,-1.1364923734664423,1
1.2293875237508183,-0.3011475382790871,0.8248759904366783,-0.6221783905921355,1
0.29305157660035114,-1.1237614839256669,1.3394318923569433,-1.0613587490633645,1
-0.6294590074920883,-0.5287751034647843,0.48183872248983495,-1.1964911670545118,1
0.6885798174690112,1.7995829591661923,-0.20423581340385177,-0.49082968030474017,0
0.026504990385554872,0.17632965528107652,0.13880145454299156,-0.8286607252826086,0
1.5837155636495694,-0.7617772679717869,0.26744043002305784,-0.9187490039433736,1
1.9610331477603615,-1.2495432446719121,0.8248759904366783,-0.5509185621714702,1
-0.7814254768314529,0.15644262705412137,0.3960794055031241,-0.5809179589655049,1
1.563492192816743,-2.1336463517465436,0.2245607715297024,-0.9225327116471256,1
1.0118715527000157,-0.28548988450385404,0.31032008851641324,-0.3932640745151314,1
-1.0274154767968307,-0.6323521740215644,0.7391166734499675,-0.6184847711670439,1
1.4506096197597949,-0.9527841027650301,1.0392742829034554,-0.6672225299225177,1
1.309358798768507,2.260063093764402,1.9826267697572746,-0.9825315052351951,1
0.040534757493850104,-0.7197806561116014,0.8677556489300337,-0.5058744228410876,1
0.6923511400418284,-0.09905976962805718,0.7391166734499675,-0.3594809700173445,1
-0.8829541038528861,-0.013705319562069057,1.1679132583835217,-0.6672225299225177,1
0.5793212050395763,-1.281242813058236,1.8539877942772083,-1.1664917702604771,1
-0.014631183080863724,-0.24693856237057502,0.31032008851641324,-0.9637931432737559,1
-0.10435561126857087,-0.7867951621630314,0.010162479062925315,-0.7273114117892481,0
0.7863020125355569,-0.739585197044561,0.26744043002305784,-0.7573108085832828,0
-0.2785096703836709,-1.210921840097229,0.010162479062925315,0.030961629698410528,0
1.5869561647220691,-1.3710831558444316,-0.16135615491049635,-0.34065251977724487,0
1.8623222441701013,-1.4850418283486313,0.13880145454299156,-0.8099223633211692,0
-1.0973780852577448,-0.3300964199207741,0.9535149659167446,-0.903704261407026,1
0.7341011661470818,-1.2051359217323347,1.1679132583835217,-1.4892780727019979,1
-0.05430442670802367,-0.6014044591287611,0.13880145454299156,0.24861491094281846,0
2.1975918863828614,-0.6352052953228202,0.48183872248983495,-0.9825315052351951,0
-0.39553624759386385,-0.38261455353058427,1.1250335998901662,-1.057665129638273,1
1.4238483550882073,-0.47002416767207267,0.696237014956612,-0.836138052411452,1
-1.5372668820587791,-1.1860017551606714,-0.332874788883918,-0.7160503769566524,0
0.9856726197625043,-0.9270739728758244,0.13880145454299156,-0.6822672724588655,0
-0.7106118010025887,-0.8849367438330127,0.13880145454299156,-0.7347887389180918,0
0.4338274834595467,0.8814420726002706,0.05304213755628073,-0.014082509631971982,0
1.926599616861376,-1.195828036552043,0.2245607715297024,-0.6484841679610787,0
0.524131925402933,-0.8368665898332721,0.7391166734499675,-0.40074140164397515,1
-0.5403059057441157,-0.9147977596881574,0.9106353074233892,0.05717731878869309,1
0.6002809703119365,1.0524147270750137,-0.03271717943043011,0.15483301285696244,0
-1.156138775639453,-1.2295721672221644,0.5675980394765457,-0.5246127848025267,0
0.8725883426192275,0.7289884361377001,0.31032008851641324,-0.5358738196351224,0
-0.17354628176124368,1.3273014141411825,0.8248759904366783,-0.5246127848025267,1
0.22183803660607695,-1.1633873279840716,0.5675980394765457,-0.2993920881506145,1
1.463424503005246,-0.6374007580817636,0.05304213755628073,0.3049200851057966,0
1.7076617341041609,-0.9000922387260593,-0.5901527398440506,0.5039250926674266,2
-0.16491870749031093,-0.30857511900005336,-0.16135615491049635,-0.27687001848542325,0
-0.32210364873876257,-0.3598137381657185,-0.2471154718972072,-0.20552010178609734,0
